Index,Indx Code,Grp,Short Desc,Orig,Size1,Size2,Desc,Size1 Dec,Size2 Dec
582,16,FLG,FLANGE-WN,1" SAE 4-BOLT WN FLANGE, CODE 61, O-RING FACE, ,1",,SAE 4-BOLT WN FLANGE, CODE 61, O-RING FACE,,1,0
583,16,FLG,FLANGE-WN,1" SAE 4-BOLT WN FLANGE, CODE 62, O-RING FACE, ,1",,SAE 4-BOLT WN FLANGE, CODE 62, O-RING FACE,,1,0
584,29,FTG,STUB-END,1" SHORT PATTERN STUB-END A182-F316/316L SS S/10s BORE,1",,SHORT PATTERN STUB-END A182-F316/316L SS S/10s BORE,1,0
585,37,MISC,ROUND BAR,1" SOLID ROUND PLUG NITRONIC 60 WITH LANYARD,1",,SOLID ROUND PLUG NITRONIC 60 WITH LANYARD,1,0
586,37,MISC,ROUND BAR,1" SOLID ROUND THRD NITRONIC 60 PLUG WITH LANYARD ,1",,SOLID ROUND THRD NITRONIC 60 PLUG WITH LANYARD,1,0
587,32,FTG,TEE,1" SOLID STEEL ROUND THRD PLUG A182-F316SS,1",,SOLID STEEL ROUND THRD PLUG A182-F316SS,1,0
588,70,SUPT,U-BOLT,1" STD U-BOLT  ANVIL FIG 137,1",,STD U-BOLT  ANVIL FIG 137,1,0
589,51,SP-ITEM,STRAINER,1" SW SARCO Y-STRAINER  FIG 14HPA216-WCB W/SS0.8MM SCREEN, ,1",,SW SARCO Y-STRAINER  FIG 14HPA216-WCB W/SS0.8MM SCREEN,,1,0
590,32,FTG,TEE,1" TEE 3000# SW, CS A105,1",,TEE 3000# SW, CS A105,1,0
591,32,FTG,TEE,1" TEE A234-WPB SMLS CS S/80 BORE,1",,TEE A234-WPB SMLS CS S/80 BORE,1,0
592,32,FTG,TEE,1" TEE A403-WP304/304L S/10s SEAMLESS SS,1",,TEE A403-WP304/304L S/10s SEAMLESS SS,1,0
593,32,FTG,TEE,1" TEE A403-WP316/316L S/10s SEAMLESS SS,1",,TEE A403-WP316/316L S/10s SEAMLESS SS,1,0
594,32,FTG,TEE,1" TEE S10S BW CE ALLOY 2205 DUPLEX SS A815-WPS32205-W (UNS S32205),1",,TEE S10S BW CE ALLOY 2205 DUPLEX SS A815-WPS32205-W (UNS S32205),1,0
595,32,FTG,TEE,1" TEE SCH. 40S BW  CE ALLOY 2205 DUPLEX SS A815-WPS32205-W (UNS S32205),1",,TEE SCH. 40S BW  CE ALLOY 2205 DUPLEX SS A815-WPS32205-W (UNS S32205),1,0
596,64,SUPT,PLATE,1" THICK x 48.5" x 48.5" 304/304L PLATE,1",,THICK x 48.5" x 48.5" 304/304L PLATE,1,0
597,38,MISC,ROUND PLUG,1" THRD BULL PLUG A479-316SS ,1",,THRD BULL PLUG A479-316SS,1,0
598,38,MISC,ROUND PLUG,1" THRD HEX PLUG A182-F304/304L SS DUAL GRADE,1",,THRD HEX PLUG A182-F304/304L SS DUAL GRADE,1,0
599,38,MISC,ROUND PLUG,1" THRD PLUG A105 CS ,1",,THRD PLUG A105 CS,1,0
600,38,MISC,ROUND PLUG,1" THRD PLUG A105 CS WITH LANYARD,1",,THRD PLUG A105 CS WITH LANYARD,1,0
601,38,MISC,ROUND PLUG,1" THRD PLUG A105 GALV CS (HOT DIPPED OR ELECTRODEPOSITED) ,1",,THRD PLUG A105 GALV CS (HOT DIPPED OR ELECTRODEPOSITED),1,0
602,38,MISC,ROUND PLUG,1" THRD PLUG NITRONIC 60 WITH LANYARD,1",,THRD PLUG NITRONIC 60 WITH LANYARD,1,0
603,37,MISC,ROUND BAR,1" THRD ROUND HEAD PLUG ALLOY C276-B462-N10276,1",,THRD ROUND HEAD PLUG ALLOY C276-B462-N10276,1,0
604,37,MISC,ROUND BAR,1" THRD ROUND PLUG A105 CS,1",,THRD ROUND PLUG A105 CS,1,0
605,37,MISC,ROUND BAR,1" THRD ROUND PLUG A182-F316SS,1",,THRD ROUND PLUG A182-F316SS,1,0
606,37,MISC,ROUND BAR,1" THRD ROUND PLUG NITRONIC 60 A276 WITH LANYARD,1",,THRD ROUND PLUG NITRONIC 60 A276 WITH LANYARD,1,0
607,37,MISC,ROUND BAR,1" THRD ROUND PLUG NITRONIC 60 WITH LANYARD,1",,THRD ROUND PLUG NITRONIC 60 WITH LANYARD,1,0
608,37,MISC,ROUND BAR,1" U-BOLT FASTNER PLASTIC COATED FOR BARE PIPE,1",,U-BOLT FASTNER PLASTIC COATED FOR BARE PIPE,1,0
609,37,MISC,ROUND BAR,1" U-BOLT GUIDE FORE BARE CS PIPE,1",,U-BOLT GUIDE FORE BARE CS PIPE,1,0
610,79,VALVE,VALVE-GATE,1" VLV 1500 FL RTJ GATE G99A,1",,VLV 1500 FL RTJ GATE G99A,1,0
611,37,MISC,ROUND BAR,1" WIDE x 1/8" THICK FLAT BAR SA240 TYPE 347 SS SOLUTION ANNEALED & CORROSION TESTING,1",,WIDE x 1/8" THICK FLAT BAR SA240 TYPE 347 SS SOLUTION ANNEALED & CORROSION TESTING,1,0
612,30,FTG,SWAGE-CON,1" x .5" CON-SWAGE A234-WPB SMLS CS S/160 x S/XXS (TBE),1",.5",CON-SWAGE A234-WPB SMLS CS S/160 x S/XXS (TBE),1,0.5
613,30,FTG,SWAGE-CON,1" x .5" S/40 CON-SWAGE A105 GALVANIZED CS (TBE),1",.5",S/40 CON-SWAGE A105 GALVANIZED CS (TBE),1,0.5
614,11,FLG,FLANGE-REDUCING,1" x .75" 150# RF THRD REDUCING FLANGE A182-F316/316L ,1",.75",150# RF THRD REDUCING FLANGE A182-F316/316L,1,0.75
615,30,FTG,SWAGE-CON,1" x .75" 3000# CON SWAGE A105 GALV CS (HOT DIPPED OR ELECTRODEPOSITED)(TBE),1",.75",3000# CON SWAGE A105 GALV CS (HOT DIPPED OR ELECTRODEPOSITED)(TBE),1,0.75
616,33,FTG,TEE-REDUCING,1" x .75" 3000# SW RED TEE A105 CS,1",.75",3000# SW RED TEE A105 CS,1,0.75
617,33,FTG,TEE-REDUCING,1" x .75" 3000# SW RED TEE A181 CS ,1",.75",3000# SW RED TEE A181 CS,1,0.75
618,33,FTG,TEE-REDUCING,1" x .75" 3000# SW RED TEE ALLOY C276/B462/UNS-N10276,1",.75",3000# SW RED TEE ALLOY C276/B462/UNS-N10276,1,0.75
619,33,FTG,TEE-REDUCING,1" x .75" 3000# THRD RED TEE A105 CS,1",.75",3000# THRD RED TEE A105 CS,1,0.75
620,33,FTG,TEE-REDUCING,1" x .75" 3000# THRD RED TEE A105 GALV CS (HOT DIPPED OR ELECTRODEPOSITED) ,1",.75",3000# THRD RED TEE A105 GALV CS (HOT DIPPED OR ELECTRODEPOSITED),1,0.75
621,33,FTG,TEE-REDUCING,1" x .75" 6000# SW RED TEE A105 CS,1",.75",6000# SW RED TEE A105 CS,1,0.75
622,33,FTG,TEE-REDUCING,1" x .75" 6000# SW RED TEE A181 CS ,1",.75",6000# SW RED TEE A181 CS,1,0.75
623,33,FTG,TEE-REDUCING,1" x .75" 9000# SW RED TEE A105 CS,1",.75",9000# SW RED TEE A105 CS,1,0.75
624,33,FTG,TEE-REDUCING,1" X .75" BW RED TEE A403-WP304/304L SS S/40s BORE DUAL MARKED,1",.75",BW RED TEE A403-WP304/304L SS S/40s BORE DUAL MARKED,1,0.75
625,30,FTG,SWAGE-CON,1" x .75" CON SWAGE A234-WPB SMLS CS S/160 (TBE),1",.75",CON SWAGE A234-WPB SMLS CS S/160 (TBE),1,0.75
626,30,FTG,SWAGE-CON,1" x .75" CON SWAGE A234-WPB SMLS CS S/160 BORE (PBE),1",.75",CON SWAGE A234-WPB SMLS CS S/160 BORE (PBE),1,0.75
627,30,FTG,SWAGE-CON,1" x .75" CONC-SWAGE S/160 A234-WPB SMLS CS (PBE),1",.75",CONC-SWAGE S/160 A234-WPB SMLS CS (PBE),1,0.75
628,30,FTG,SWAGE-CON,1" x .75" CONC-SWAGE S/160 BORE A420-WPL6 (PBE),1",.75",CONC-SWAGE S/160 BORE A420-WPL6 (PBE),1,0.75
629,30,FTG,SWAGE-CON,1" x .75" CON-SWAGE A234-WPB SMLS CS S/160 BORE (PBE),1",.75",CON-SWAGE A234-WPB SMLS CS S/160 BORE (PBE),1,0.75
630,30,FTG,SWAGE-CON,1" x .75" CON-SWAGE A234-WPB SMLS CS S/160 x S/XXS (BLE x PSE),1",.75",CON-SWAGE A234-WPB SMLS CS S/160 x S/XXS (BLE x PSE),1,0.75
631,30,FTG,SWAGE-CON,1" x .75" CON-SWAGE A234-WPB SMLS CS S/160 x S/XXS (BLE x TSE),1",.75",CON-SWAGE A234-WPB SMLS CS S/160 x S/XXS (BLE x TSE),1,0.75
632,30,FTG,SWAGE-CON,1" x .75" CON-SWAGE A234-WPB SMLS CS S/80 x S/160 (PBE),1",.75",CON-SWAGE A234-WPB SMLS CS S/80 x S/160 (PBE),1,0.75
633,30,FTG,SWAGE-CON,1" x .75" CON-SWAGE A234-WPB SMLS CS S/80 x S/160 BORE (PBE),1",.75",CON-SWAGE A234-WPB SMLS CS S/80 x S/160 BORE (PBE),1,0.75
634,30,FTG,SWAGE-CON,1" x .75" CON-SWAGE A234-WPB SMLS CS S/80 x S/160 BORE (PLExTSE),1",.75",CON-SWAGE A234-WPB SMLS CS S/80 x S/160 BORE (PLExTSE),1,0.75
635,30,FTG,SWAGE-CON,1" x .75" CON-SWAGE A234-WPB SMLS CS S/XS BORE (PBE),1",.75",CON-SWAGE A234-WPB SMLS CS S/XS BORE (PBE),1,0.75
636,30,FTG,SWAGE-CON,1" x .75" CON-SWAGE A403-WP316/316L SMLS DUAL GRADE S/40s "BBE" "D M",1",.75",CON-SWAGE A403-WP316/316L SMLS DUAL GRADE S/40s "BBE" "D M",1,0.75
637,30,FTG,SWAGE-CON,1" x .75" CON-SWAGE A420-WPL6 S/XS BORE LTCS (PBE),1",.75",CON-SWAGE A420-WPL6 S/XS BORE LTCS (PBE),1,0.75
638,30,FTG,SWAGE-CON,1" x .75" CON-SWAGE ALLOY C276 B366-WPHC276S S/40s (PBE),1",.75",CON-SWAGE ALLOY C276 B366-WPHC276S S/40s (PBE),1,0.75
639,30,FTG,SWAGE-CON,1" x .75" CON-SWAGE S/160 BORE A234-WPB SMLS CS (PBE),1",.75",CON-SWAGE S/160 BORE A234-WPB SMLS CS (PBE),1,0.75
640,30,FTG,SWAGE-CON,1" x .75" CON-SWAGE S/160 BORE A234-WPB SMLS CS (PLExTSE),1",.75",CON-SWAGE S/160 BORE A234-WPB SMLS CS (PLExTSE),1,0.75
641,30,FTG,SWAGE-CON,1" x .75" CON-SWAGE S/80xS/160 A234-WPB SMLS CS (PBE),1",.75",CON-SWAGE S/80xS/160 A234-WPB SMLS CS (PBE),1,0.75
642,30,FTG,SWAGE-CON,1" x .75" CON-SWAGE S/XS A234-WPB SMLS CS (PBE),1",.75",CON-SWAGE S/XS A234-WPB SMLS CS (PBE),1,0.75
643,30,FTG,SWAGE-CON,1" x .75" CON-SWAGE S/XS BORE A234-WPB SMLS CS (PBE),1",.75",CON-SWAGE S/XS BORE A234-WPB SMLS CS (PBE),1,0.75
644,31,FTG,SWAGE-ECC,1" x .75" ECC-SWAGE A234-WPB SMLS CS S/80 x S/160 (PBE),1",.75",ECC-SWAGE A234-WPB SMLS CS S/80 x S/160 (PBE),1,0.75
645,31,FTG,SWAGE-ECC,1" x .75" ECC-SWAGE ALLOY C276 B366-WPHC276S S/40s (PLExTSE),1",.75",ECC-SWAGE ALLOY C276 B366-WPHC276S S/40s (PLExTSE),1,0.75
646,18,FTG,90D EL,1" x .75" RED 90D ELL FEMALE CPI x FEMALE NPT, 316SS  PARKER # 16-16-EBZ-SS,1",.75",RED 90D ELL FEMALE CPI x FEMALE NPT, 316SS  PARKER # 16-16-EBZ-SS,1,0.75
647,33,FTG,TEE-REDUCING,1" x .75" RED TEE A403-WP316/316L S/10s SEAMLESS SS,1",.75",RED TEE A403-WP316/316L S/10s SEAMLESS SS,1,0.75
648,39,NIP,NIPPLE,1" x 3" LONG NIPPLE A106B SMLS CS S/160 BORE (PBE),1",3",LONG NIPPLE A106B SMLS CS S/160 BORE (PBE),1,3
649,39,NIP,NIPPLE,1" x 3" LONG NIPPLE A106B SMLS CS S/160 BORE (POExTOE),1",3",LONG NIPPLE A106B SMLS CS S/160 BORE (POExTOE),1,3
650,39,NIP,NIPPLE,1" x 3" LONG NIPPLE A333-6 S/XS BORE LTCS (PBE),1",3",LONG NIPPLE A333-6 S/XS BORE LTCS (PBE),1,3
651,39,NIP,NIPPLE,1" x 3" LONG NIPPLE S/160 A106B SMLS CS (PBE),1",3",LONG NIPPLE S/160 A106B SMLS CS (PBE),1,3
652,39,NIP,NIPPLE,1" x 3" LONG NIPPLE S/160 BORE A106B / A733 (PBE),1",3",LONG NIPPLE S/160 BORE A106B / A733 (PBE),1,3
653,39,NIP,NIPPLE,1" x 3" LONG NIPPLE S/160 BORE A106B / A733 (POExTOE),1",3",LONG NIPPLE S/160 BORE A106B / A733 (POExTOE),1,3
654,39,NIP,NIPPLE,1" x 3" LONG NIPPLE S/160 BORE A106B / A733 SMLS CS (TBE),1",3",LONG NIPPLE S/160 BORE A106B / A733 SMLS CS (TBE),1,3
655,39,NIP,NIPPLE,1" x 3" LONG NIPPLE S/160 BORE A106B SMLS CS (PBE),1",3",LONG NIPPLE S/160 BORE A106B SMLS CS (PBE),1,3
656,39,NIP,NIPPLE,1" x 3" LONG NIPPLE S/160 BORE A106B SMLS CS (POExTOE),1",3",LONG NIPPLE S/160 BORE A106B SMLS CS (POExTOE),1,3
657,39,NIP,NIPPLE,1" x 3" LONG NIPPLE S/160 BORE A106B SMLS GALVANIZED CS (TBE),1",3",LONG NIPPLE S/160 BORE A106B SMLS GALVANIZED CS (TBE),1,3
658,39,NIP,NIPPLE,1" x 3" LONG NIPPLE S/160 BORE A106B/A733 (TBE),1",3",LONG NIPPLE S/160 BORE A106B/A733 (TBE),1,3
659,39,NIP,NIPPLE,1" x 3" LONG NIPPLE S/160 BORE A333 GRADE 6 SEAMLESS LTCS (PBE),1",3",LONG NIPPLE S/160 BORE A333 GRADE 6 SEAMLESS LTCS (PBE),1,3
660,39,NIP,NIPPLE,1" x 3" LONG NIPPLE S/160 BORE A333-GRADE 6 SEAMLESS LTCS (PBE),1",3",LONG NIPPLE S/160 BORE A333-GRADE 6 SEAMLESS LTCS (PBE),1,3
661,39,NIP,NIPPLE,1" x 3" LONG NIPPLE S/160 SMLS A106B CS(PBE),1",3",LONG NIPPLE S/160 SMLS A106B CS(PBE),1,3
662,39,NIP,NIPPLE,1" x 3" LONG NIPPLE S/160 SMLS A106B CS(POExTOE),1",3",LONG NIPPLE S/160 SMLS A106B CS(POExTOE),1,3
663,39,NIP,NIPPLE,1" x 3" LONG NIPPLE S/160 SMLS A106B CS(TBE),1",3",LONG NIPPLE S/160 SMLS A106B CS(TBE),1,3
664,39,NIP,NIPPLE,1" x 3" LONG NIPPLE S/40 BORE A587/A106B GALVANIZED (TBE),1",3",LONG NIPPLE S/40 BORE A587/A106B GALVANIZED (TBE),1,3
665,39,NIP,NIPPLE,1" x 3" LONG NIPPLE S/40s A312-TP316/316L SS SMLS (BOExTOE),1",3",LONG NIPPLE S/40s A312-TP316/316L SS SMLS (BOExTOE),1,3
666,39,NIP,NIPPLE,1" x 3" LONG NIPPLE S/80 BORE A105B SMLS CS (TBE),1",3",LONG NIPPLE S/80 BORE A105B SMLS CS (TBE),1,3
667,39,NIP,NIPPLE,1" x 3" LONG NIPPLE S/80 BORE A106B SMLS CS (PBE),1",3",LONG NIPPLE S/80 BORE A106B SMLS CS (PBE),1,3
668,39,NIP,NIPPLE,1" x 3" LONG NIPPLE S/80 BORE A106B SMLS CS (POExTOE),1",3",LONG NIPPLE S/80 BORE A106B SMLS CS (POExTOE),1,3
669,39,NIP,NIPPLE,1" x 3" LONG NIPPLE S/80s A312-TP316/316L SS (PBE),1",3",LONG NIPPLE S/80s A312-TP316/316L SS (PBE),1,3
670,39,NIP,NIPPLE,1" x 3" LONG NIPPLE S/XS BORE A106B /A733 SEAMLESS CS (POExTOE),1",3",LONG NIPPLE S/XS BORE A106B /A733 SEAMLESS CS (POExTOE),1,3
671,39,NIP,NIPPLE,1" x 4" LONG NIPPLE S/160 A106B SMLS CS (TBE),1",4",LONG NIPPLE S/160 A106B SMLS CS (TBE),1,4
672,39,NIP,NIPPLE,1" x 4" LONG NIPPLE S/160 BORE A106B SMLS CS (PBE),1",4",LONG NIPPLE S/160 BORE A106B SMLS CS (PBE),1,4
673,39,NIP,NIPPLE,1" x 4" LONG NIPPLE S/80 BORE A587/A106B GALVANIZED (TBE),1",4",LONG NIPPLE S/80 BORE A587/A106B GALVANIZED (TBE),1,4
674,1,B_G,BOLTING,1" x 5 1/2" BOLT STUDS A193-B7 BLK WITH 2 HH NUTS A194-2H,1",5 1/2",BOLT STUDS A193-B7 BLK WITH 2 HH NUTS A194-2H,1,5.5
675,1,B_G,BOLTING,1" x 5 1/4" BOLT STUDS A193-B7 BLK WITH 2 HH NUTS A194-2H,1",5 1/4",BOLT STUDS A193-B7 BLK WITH 2 HH NUTS A194-2H,1,5.25
676,39,NIP,NIPPLE,1" x 6" LONG NIPPLE A106B SMLS CS S/160 BORE (PBE),1",6",LONG NIPPLE A106B SMLS CS S/160 BORE (PBE),1,6
677,39,NIP,NIPPLE,1" x 6" LONG NIPPLE A333-6 S/XS BORE LTCS (PBE),1",6",LONG NIPPLE A333-6 S/XS BORE LTCS (PBE),1,6
678,39,NIP,NIPPLE,1" x 6" LONG NIPPLE S/160 BORE A106B SMLS CS (PBE),1",6",LONG NIPPLE S/160 BORE A106B SMLS CS (PBE),1,6
679,39,NIP,NIPPLE,1" x 6" LONG NIPPLE S/160 BORE A106B SMLS CS (POExTOE),1",6",LONG NIPPLE S/160 BORE A106B SMLS CS (POExTOE),1,6
680,39,NIP,NIPPLE,1" x 6" LONG NIPPLE S/160 BORE A106B/A733 (TBE),1",6",LONG NIPPLE S/160 BORE A106B/A733 (TBE),1,6
681,39,NIP,NIPPLE,1" x 6" LONG NIPPLE S/160 BORE A333-GRADE 6 SEAMLESS LTCS (PBE),1",6",LONG NIPPLE S/160 BORE A333-GRADE 6 SEAMLESS LTCS (PBE),1,6
682,39,NIP,NIPPLE,1" x 6" LONG NIPPLE S/80s A312-TP304/304L SS SMLS (POExTOE),1",6",LONG NIPPLE S/80s A312-TP304/304L SS SMLS (POExTOE),1,6
683,1,B_G,BOLTING,1" x 6.75" LONG A193-B7 STUD W/2 HH NUTS A194-2H,1",6.75",LONG A193-B7 STUD W/2 HH NUTS A194-2H,1,6.75
684,46,PIP,PIPE,1" XS A333-6 SEAMLESS LTCS PIPE,1",,XS A333-6 SEAMLESS LTCS PIPE,1,0
685,2,B_G,GASKET,1", 150#, RF, GSKT, 0.175 THK, SPIRAL WND, 304SS, CS OUTER & SS INNER RINGS,1",,, 150#, RF, GSKT, 0.175 THK, SPIRAL WND, 304SS, CS OUTER & SS INNER RINGS,1,0
686,2,B_G,GASKET,1", 300#, RF, GSKT, 1/8" THK, SPIRAL WND, 316L SS WINDING, CS OUTER,1",,, 300#, RF, GSKT, 1/8" THK, SPIRAL WND, 316L SS WINDING, CS OUTER,1,0
687,79,VALVE,VALVE-GATE,1", 800#, IREBxFNPT, EXT BODY GATE VALVE, BB, T#8,1",,, 800#, IREBxFNPT, EXT BODY GATE VALVE, BB, T#8,1,0
688,79,VALVE,VALVE-GATE,1", 800#, SW, GATE VALVE, ,1",,, 800#, SW, GATE VALVE,,1,0
689,79,VALVE,VALVE-GATE,1", 800#, SWxTHRD, GATE VALVE, 316SS TRIM, HF, ST, NACE, HW, CS BODY, RED PORT,1",,, 800#, SWxTHRD, GATE VALVE, 316SS TRIM, HF, ST, NACE, HW, CS BODY, RED PORT,1,0
690,9,FLG,FLANGE-LOK-RING,1", LOK-RING COUPLING, CS, A675, MAS-3000-CPL-P16,1",,, LOK-RING COUPLING, CS, A675, MAS-3000-CPL-P16,1,0
691,30,FTG,SWAGE-CON,1"x .5" CON SWAGE S/80 x S/160 BORE A234-WPB SMLS CS (PLExTSE),1",.5",CON SWAGE S/80 x S/160 BORE A234-WPB SMLS CS (PLExTSE),1,0.5
692,30,FTG,SWAGE-CON,1"x .75" CON SWAGE S/80 x S/160 BORE A234-WPB SMLS CS (PBE),1",.75",CON SWAGE S/80 x S/160 BORE A234-WPB SMLS CS (PBE),1,0.75
693,30,FTG,SWAGE-CON,1"x3/4" SWAGE CONC, SCH.80 x 160, CS A234-WPB PBE,1",3/4",SWAGE CONC, SCH.80 x 160, CS A234-WPB PBE,1,0.75
694,34,FTG,UNION,1.25" 3000# THRD UNION A105 GALV CS (HOT DIPPED OR ELECTRODEPOSITED) ,1.25",,3000# THRD UNION A105 GALV CS (HOT DIPPED OR ELECTRODEPOSITED),1.25,0
695,46,PIP,PIPE,1.25" S/XS BORE A106B SEAMLESS CS PIPE GALVANIZED,1.25",,S/XS BORE A106B SEAMLESS CS PIPE GALVANIZED,1.25,0
696,5,FLG-BLIND,BLIND FLANGE,1.5" 150# RF BLIND A105 CS,1.5",,150# RF BLIND A105 CS,1.5,0
697,5,FLG-BLIND,BLIND FLANGE,1.5" 150# RF BLIND A182-F304/304L SS,1.5",,150# RF BLIND A182-F304/304L SS,1.5,0
698,5,FLG-BLIND,BLIND FLANGE,1.5" 150# RF BLIND FLANGE A182-F304/304L DUAL MARKED,1.5",,150# RF BLIND FLANGE A182-F304/304L DUAL MARKED,1.5,0
699,5,FLG-BLIND,BLIND FLANGE,1.5" 150# RF BLIND FLANGE A350-LF2 CLASS-1 LTCS,1.5",,150# RF BLIND FLANGE A350-LF2 CLASS-1 LTCS,1.5,0
700,16,FLG,FLANGE-WN,1.5" 150# RF LONG WELD NECK FLANGE A105 CS 12" LONG,1.5",,150# RF LONG WELD NECK FLANGE A105 CS 12" LONG,1.5,0
701,26,FTG,LWN,1.5" 150# RF LONG WELD NECK S/160 BORE A105 CS,1.5",,150# RF LONG WELD NECK S/160 BORE A105 CS,1.5,0
702,15,FLG,FLANGE-THRD,1.5" 150# RF THRD FLANGE A105 CS,1.5",,150# RF THRD FLANGE A105 CS,1.5,0
703,15,FLG,FLANGE-THRD,1.5" 150# RF THRD FLANGE A105 GALVANIZED CS,1.5",,150# RF THRD FLANGE A105 GALVANIZED CS,1.5,0
704,14,FLG,FLANGE-SW,1.5" 150# RFSW FLANGE A105 CS S/160 BORE,1.5",,150# RFSW FLANGE A105 CS S/160 BORE,1.5,0
705,14,FLG,FLANGE-SW,1.5" 150# RFSW FLANGE A105 CS S/80 BORE,1.5",,150# RFSW FLANGE A105 CS S/80 BORE,1.5,0
706,14,FLG,FLANGE-SW,1.5" 150# RFSW FLANGE A105 CS S/XS BORE,1.5",,150# RFSW FLANGE A105 CS S/XS BORE,1.5,0
707,14,FLG,FLANGE-SW,1.5" 150# RFSW FLANGE A105 CS S/XXS BORE,1.5",,150# RFSW FLANGE A105 CS S/XXS BORE,1.5,0
708,14,FLG,FLANGE-SW,1.5" 150# RFSW FLANGE ALLOY C276 B462 UNS-N10276 S/40s BORE,1.5",,150# RFSW FLANGE ALLOY C276 B462 UNS-N10276 S/40s BORE,1.5,0
709,14,FLG,FLANGE-SW,1.5" 150# RFSW FLANGE S/80 BORE 304/304L SS,1.5",,150# RFSW FLANGE S/80 BORE 304/304L SS,1.5,0
710,14,FLG,FLANGE-SW,1.5" 150# RFSW S/160 BORE FLANGE A350-LF2 CLASS 1 LTCS,1.5",,150# RFSW S/160 BORE FLANGE A350-LF2 CLASS 1 LTCS,1.5,0
711,16,FLG,FLANGE-WN,1.5" 150# RFWN FLANGE A105 CS S/40 BORE,1.5",,150# RFWN FLANGE A105 CS S/40 BORE,1.5,0
712,16,FLG,FLANGE-WN,1.5" 150# RFWN FLANGE A182-F304/304L S/40s DUAL MARKED,1.5",,150# RFWN FLANGE A182-F304/304L S/40s DUAL MARKED,1.5,0
713,16,FLG,FLANGE-WN,1.5" 150# RFWN FLANGE A182-F304/304L SS S/10s BORE,1.5",,150# RFWN FLANGE A182-F304/304L SS S/10s BORE,1.5,0
714,16,FLG,FLANGE-WN,1.5" 150# RFWN FLANGE A182-F304/304L SS S/40s BORE,1.5",,150# RFWN FLANGE A182-F304/304L SS S/40s BORE,1.5,0
715,16,FLG,FLANGE-WN,1.5" 150# RFWN FLANGE A182-F316/316L SS S/10s  "D M",1.5",,150# RFWN FLANGE A182-F316/316L SS S/10s  "D M",1.5,0
716,16,FLG,FLANGE-WN,1.5" 150# RFWN FLANGE A312-TP310 SS S/160 BORE,1.5",,150# RFWN FLANGE A312-TP310 SS S/160 BORE,1.5,0
717,16,FLG,FLANGE-WN,1.5" 150# RFWN FLANGES A182-F304/304L SS S/10s BORE,1.5",,150# RFWN FLANGES A182-F304/304L SS S/10s BORE,1.5,0
718,16,FLG,FLANGE-WN,1.5" 150# RFWN FLANGES A182-F316/316L SS S/10s BORE,1.5",,150# RFWN FLANGES A182-F316/316L SS S/10s BORE,1.5,0
719,17,FTG,45D EL,1.5" 150# THRD 45D ELL A123/A153 GALVANIZED MI,1.5",,150# THRD 45D ELL A123/A153 GALVANIZED MI,1.5,0
720,18,FTG,90D EL,1.5" 150# THRD 90D ELL A123/A153 GALVANIZED MI,1.5",,150# THRD 90D ELL A123/A153 GALVANIZED MI,1.5,0
721,18,FTG,90D EL,1.5" 150# THRD 90D ELL A197-MI BLACK,1.5",,150# THRD 90D ELL A197-MI BLACK,1.5,0
722,21,FTG,COUPLING,1.5" 150# THRD COUPLING A123/A153 GALVANIZED MI,1.5",,150# THRD COUPLING A123/A153 GALVANIZED MI,1.5,0
723,32,FTG,TEE,1.5" 150# THRD TEE A123/A153 GALVANIZED MI,1.5",,150# THRD TEE A123/A153 GALVANIZED MI,1.5,0
724,5,FLG-BLIND,BLIND FLANGE,1.5" 1500# RTJ  BLIND FLANGE A182-F347 SS BORE SOLUTION ANNEALED & CORROSION TESTING,1.5",,1500# RTJ  BLIND FLANGE A182-F347 SS BORE SOLUTION ANNEALED & CORROSION TESTING,1.5,0
725,14,FLG,FLANGE-SW,1.5" 1500# RTJ  SW FLANGE A182-F347 SS S/80s BORE SOLUTION ANNEALED & CORROSION TESTING,1.5",,1500# RTJ  SW FLANGE A182-F347 SS S/80s BORE SOLUTION ANNEALED & CORROSION TESTING,1.5,0
726,14,FLG,FLANGE-SW,1.5" 1500#RFSW FLANGE A105 CS S/XS BORE,1.5",,1500#RFSW FLANGE A105 CS S/XS BORE,1.5,0
727,16,FLG,FLANGE-WN,1.5" 300# RF LWN FLANGES A105 CS ,1.5",,300# RF LWN FLANGES A105 CS,1.5,0
728,12,FLG,FLANGE-SLIP-ON,1.5" 300# RF SLIP-ON FLANGES A105 CS,1.5",,300# RF SLIP-ON FLANGES A105 CS,1.5,0
729,6,FLG-BLIND,SPECTACLE BLIND,1.5" 300# RF SPEC BLIND A515-70,1.5",,300# RF SPEC BLIND A515-70,1.5,0
730,14,FLG,FLANGE-SW,1.5" 300# RFSW FLANGE A105 CS S/160 BORE,1.5",,300# RFSW FLANGE A105 CS S/160 BORE,1.5,0
731,14,FLG,FLANGE-SW,1.5" 300# RFSW FLANGE A105 CS S/80 BORE,1.5",,300# RFSW FLANGE A105 CS S/80 BORE,1.5,0
732,14,FLG,FLANGE-SW,1.5" 300# RFSW FLANGE A105 CS S/XS BORE,1.5",,300# RFSW FLANGE A105 CS S/XS BORE,1.5,0
733,14,FLG,FLANGE-SW,1.5" 300# RFSW FLANGE A105 CS S/XXS BORE,1.5",,300# RFSW FLANGE A105 CS S/XXS BORE,1.5,0
