Index,Indx Code,Grp,Short Desc,Orig,Size1,Size2,Desc,Size1 Dec,Size2 Dec
1749,0,,,30" x 24" CASING SEAL WITH SS CLAMPS (TD WILLIAMS),30",24",CASING SEAL WITH SS CLAMPS (TD WILLIAMS),30,24
1750,56,SUPT,CASING SPACERS,30" x 24" CASING SPACERS CONCENTRIC (TD WILLIAMS),30",24",CASING SPACERS CONCENTRIC (TD WILLIAMS),30,24
1751,45,OLET,WOL,30" x 4" WOL S/40 BORE A105 CS ,30",4",WOL S/40 BORE A105 CS,30,4
1752,45,OLET,WOL,30" x 6" WOL A105 CS S/STD BORE,30",6",WOL A105 CS S/STD BORE,30,6
1753,64,SUPT,PLATE,304 SS SUPPORT PLATE 8" x 8" SQUARE,,,304 SS SUPPORT PLATE 8" x 8" SQUARE,0,0
1754,46,PIP,PIPE,36" .375 WALL A672-C65 CLASS 22 ERW PIPE *,36",,.375 WALL A672-C65 CLASS 22 ERW PIPE *,36,0
1755,12,FLG,FLANGE-SLIP-ON,36" 150# RF SLIP-ON FLANGE SERIES "B" A105 CS*,36",,150# RF SLIP-ON FLANGE SERIES "B" A105 CS*,36,0
1756,16,FLG,FLANGE-WN,36" 150# RFWN FLANGE A105 CS S/.375 BORE SERIES "B",36",,150# RFWN FLANGE A105 CS S/.375 BORE SERIES "B",36,0
1757,16,FLG,FLANGE-WN,36" 150# RFWN FLANGEA105 CS S/STD BORE SERIES "B",36",,150# RFWN FLANGEA105 CS S/STD BORE SERIES "B",36,0
1758,16,FLG,FLANGE-WN,36" 175# RFWN FLANGE S/STD BORE IND. STD. FORGED CS,36",,175# RFWN FLANGE S/STD BORE IND. STD. FORGED CS,36,0
1759,17,FTG,45D EL,36" 45D ELL A234-WPB SMLS CS S/.375 BORE,36",,45D ELL A234-WPB SMLS CS S/.375 BORE,36,0
1760,20,FTG,CAP,36" BW CAP A234-WPB SMLS CS S/.375 WALL ,36",,BW CAP A234-WPB SMLS CS S/.375 WALL,36,0
1761,18,FTG,90D EL,36" LR 90D ELL A234-WPB SMLS CS S/.375 BORE,36",,LR 90D ELL A234-WPB SMLS CS S/.375 BORE,36,0
1762,18,FTG,90D EL,36" LR 90D ELL A234-WPB SMLS CS S/STD BORE,36",,LR 90D ELL A234-WPB SMLS CS S/STD BORE,36,0
1763,18,FTG,90D EL,36" LR 90D ELL A234-WPB X CS S/STD BORE,36",,LR 90D ELL A234-WPB X CS S/STD BORE,36,0
1764,46,PIP,PIPE,36" OD API-5L-B X36 PSL2 PIPE S/STD BORE,36",,OD API-5L-B X36 PSL2 PIPE S/STD BORE,36,0
1765,46,PIP,PIPE,36" S/STD BORE API-5LB PSL-2 EFW CS PIPE,36",,S/STD BORE API-5LB PSL-2 EFW CS PIPE,36,0
1766,32,FTG,TEE,36" TEE A234-WPB SMLS CS S/STD BORE,36",,TEE A234-WPB SMLS CS S/STD BORE,36,0
1767,32,FTG,TEE,36" TEE A234-WPB X CS S/STD BORE,36",,TEE A234-WPB X CS S/STD BORE,36,0
1768,44,OLET,TOL,36" x 1" 3000# TOL A105 CS,36",1",3000# TOL A105 CS,36,1
1769,44,OLET,TOL,36" x 1.5" 3000# TOL A105 CS,36",1.5",3000# TOL A105 CS,36,1.5
1770,45,OLET,WOL,36" x 14" WOL A105 CS S/STD BORE,36",14",WOL A105 CS S/STD BORE,36,14
1771,33,FTG,TEE-REDUCING,36" x 24" REDUCING TEE A234-WPB SMLS CS .375 X S/STD BORE,36",24",REDUCING TEE A234-WPB SMLS CS .375 X S/STD BORE,36,24
1772,16,FLG,FLANGE-WN,4" 150# FFWN FLANGE A105 CS S/STD BORE,4",,150# FFWN FLANGE A105 CS S/STD BORE,4,0
1773,5,FLG-BLIND,BLIND FLANGE,4" 150# RF BLIND 304/304L SS,4",,150# RF BLIND 304/304L SS,4,0
1774,5,FLG-BLIND,BLIND FLANGE,4" 150# RF BLIND A105 CS,4",,150# RF BLIND A105 CS,4,0
1775,5,FLG-BLIND,BLIND FLANGE,4" 150# RF BLIND FLANGE A105 CS ,4",,150# RF BLIND FLANGE A105 CS,4,0
1776,5,FLG-BLIND,BLIND FLANGE,4" 150# RF BLIND FLANGES SA105N CS,4",,150# RF BLIND FLANGES SA105N CS,4,0
1777,2,B_G,GASKET,4" 150# RF GASKET FLEXITALLIC TYPECGI, 1/8" THK, 316SS, ,4",,150# RF GASKET FLEXITALLIC TYPECGI, 1/8" THK, 316SS,,4,0
1778,2,B_G,GASKET,4" 150# RF GSKT 1/8" THK 304SS W/304SS INNER RING FLEX GRAPH FILL,4",,150# RF GSKT 1/8" THK 304SS W/304SS INNER RING FLEX GRAPH FILL,4,0
1779,16,FLG,FLANGE-WN,4" 150# RFWN FLANGE A105 CS S/40 BORE,4",,150# RFWN FLANGE A105 CS S/40 BORE,4,0
1780,16,FLG,FLANGE-WN,4" 150# RFWN FLANGE A105 CS S/STD BORE,4",,150# RFWN FLANGE A105 CS S/STD BORE,4,0
1781,16,FLG,FLANGE-WN,4" 150# RFWN FLANGE A105 CS S/XS BORE,4",,150# RFWN FLANGE A105 CS S/XS BORE,4,0
1782,16,FLG,FLANGE-WN,4" 150# RFWN FLANGE A105N CS S/40 BORE,4",,150# RFWN FLANGE A105N CS S/40 BORE,4,0
1783,16,FLG,FLANGE-WN,4" 150# RFWN FLANGE ALLOY C276 B462 UNS-N10276 S/10s BORE,4",,150# RFWN FLANGE ALLOY C276 B462 UNS-N10276 S/10s BORE,4,0
1784,16,FLG,FLANGE-WN,4" 150# RFWN FLANGE ASTM A105 CS,4",,150# RFWN FLANGE ASTM A105 CS,4,0
1785,16,FLG,FLANGE-WN,4" 150# RFWN FLANGE S/40 BORE 304/304L SS,4",,150# RFWN FLANGE S/40 BORE 304/304L SS,4,0
1786,16,FLG,FLANGE-WN,4" 150# RFWN FLANGE S/80 BORE SA105N CS,4",,150# RFWN FLANGE S/80 BORE SA105N CS,4,0
1787,16,FLG,FLANGE-WN,4" 150# RFWN FLANGES A105 CS S/STD BORE,4",,150# RFWN FLANGES A105 CS S/STD BORE,4,0
1788,16,FLG,FLANGE-WN,4" 150# RFWN FLANGES A105 CS S/XS BORE,4",,150# RFWN FLANGES A105 CS S/XS BORE,4,0
1789,12,FLG,FLANGE-SLIP-ON,4" 150# SLIP-ON FLANGE 304/304L SS,4",,150# SLIP-ON FLANGE 304/304L SS,4,0
1790,6,FLG-BLIND,SPECTACLE BLIND,4" 150# SPEC BLIND, A516-70 .5" THICK,4",,150# SPEC BLIND, A516-70 .5" THICK,4,0
1791,17,FTG,45D EL,4" 180D ELL A234-WPB SMLS CS  S/STD BORE,4",,180D ELL A234-WPB SMLS CS  S/STD BORE,4,0
1792,8,FLG,FLANGE-LAP JOINT,4" 300# LAP JOINT FLANGE A105 CS,4",,300# LAP JOINT FLANGE A105 CS,4,0
1793,3,B_G,GASKET-RING-OVAL-TYPE,4" 300# R37 316SST RING, OVAL PREFERED /OCTAGONAL OPTIONAL,4",,300# R37 316SST RING, OVAL PREFERED /OCTAGONAL OPTIONAL,4,0
1794,5,FLG-BLIND,BLIND FLANGE,4" 300# RF BLIND FLANGE A105 CS ,4",,300# RF BLIND FLANGE A105 CS,4,0
1795,5,FLG-BLIND,BLIND FLANGE,4" 300# RF BLIND FLANGE A105N CS,4",,300# RF BLIND FLANGE A105N CS,4,0
1796,16,FLG,FLANGE-WN,4" 300# RFWN FLANGE A105 CS S/120 BORE,4",,300# RFWN FLANGE A105 CS S/120 BORE,4,0
1797,16,FLG,FLANGE-WN,4" 300# RFWN FLANGE A105 CS S/40 BORE,4",,300# RFWN FLANGE A105 CS S/40 BORE,4,0
1798,16,FLG,FLANGE-WN,4" 300# RFWN FLANGE A105 CS S/STD BORE,4",,300# RFWN FLANGE A105 CS S/STD BORE,4,0
1799,16,FLG,FLANGE-WN,4" 300# RFWN FLANGE A105N CS S/40 BORE,4",,300# RFWN FLANGE A105N CS S/40 BORE,4,0
1800,16,FLG,FLANGE-WN,4" 300# RFWN FLANGE A182-F317/F317L SS S/40s DUAL RATED,4",,300# RFWN FLANGE A182-F317/F317L SS S/40s DUAL RATED,4,0
1801,16,FLG,FLANGE-WN,4" 300# RFWN FLANGE A182-F9 CHROME S/STD BORE,4",,300# RFWN FLANGE A182-F9 CHROME S/STD BORE,4,0
1802,16,FLG,FLANGE-WN,4" 300# RFWN FLANGE A182-F9 CHROME S/XS BORE,4",,300# RFWN FLANGE A182-F9 CHROME S/XS BORE,4,0
1803,16,FLG,FLANGE-WN,4" 300# RFWN FLANGE ALLOY C276 B462 UNS-N10276 S/10s BORE,4",,300# RFWN FLANGE ALLOY C276 B462 UNS-N10276 S/10s BORE,4,0
1804,16,FLG,FLANGE-WN,4" 300# RFWN FLANGES A105 CS S/STD BORE,4",,300# RFWN FLANGES A105 CS S/STD BORE,4,0
1805,10,FLG,FLANGE-ORIFICE,4" 300# RFWN ORIFICE FLANGE A105 CS S/40 BORE W/.5" SW TAPS,4",,300# RFWN ORIFICE FLANGE A105 CS S/40 BORE W/.5" SW TAPS,4,0
1806,16,FLG,FLANGE-WN,4" 300# RTJWN A182-F51 DUPLEX SS UNS-S31803 OR UNS-S32205 S/XS BORE (R24),4",,300# RTJWN A182-F51 DUPLEX SS UNS-S31803 OR UNS-S32205 S/XS BORE (R24),4,0
1807,46,PIP,PIPE,4" 40 WALL CS PIPE ERW/API-5L/GRADE X-42/PSL2,4",,40 WALL CS PIPE ERW/API-5L/GRADE X-42/PSL2,4,0
1808,17,FTG,45D EL,4" 45D ELL A234-WPB SMLS CS S/40 BORE,4",,45D ELL A234-WPB SMLS CS S/40 BORE,4,0
1809,17,FTG,45D EL,4" 45D ELL A234-WPB SMLS CS S/STD BORE,4",,45D ELL A234-WPB SMLS CS S/STD BORE,4,0
1810,17,FTG,45D EL,4" 45D ELL A234-WPN SMLD CS S/STD BORE,4",,45D ELL A234-WPN SMLD CS S/STD BORE,4,0
1811,17,FTG,45D EL,4" 45D ELL A403-WP304/304L S/10s SEAMLESS SS,4",,45D ELL A403-WP304/304L S/10s SEAMLESS SS,4,0
1812,17,FTG,45D EL,4" 45D ELL A403-WP304/304L SS SEAMLESS S/10s BORE,4",,45D ELL A403-WP304/304L SS SEAMLESS S/10s BORE,4,0
1813,17,FTG,45D EL,4" 45D ELL A403-WP317L SS S/40s BORE,4",,45D ELL A403-WP317L SS S/40s BORE,4,0
1814,5,FLG-BLIND,BLIND FLANGE,4" 600# RF BLIND FLANGE A105 KILLED CS,4",,600# RF BLIND FLANGE A105 KILLED CS,4,0
1815,16,FLG,FLANGE-WN,4" 600# RFWN FLANGE A105 CS S/STD BORE,4",,600# RFWN FLANGE A105 CS S/STD BORE,4,0
1816,16,FLG,FLANGE-WN,4" 600# RFWN FLANGE S/40 BORE CS MSS SP-44-2010 F42 B16.5,4",,600# RFWN FLANGE S/40 BORE CS MSS SP-44-2010 F42 B16.5,4,0
1817,16,FLG,FLANGE-WN,4" 600# RFWN FLANGE S/STD BORE A350-LF2 CLASS 1 LTCS,4",,600# RFWN FLANGE S/STD BORE A350-LF2 CLASS 1 LTCS,4,0
1818,16,FLG,FLANGE-WN,4" 600# RFWN FLANGE S/XS BORE A105 CS,4",,600# RFWN FLANGE S/XS BORE A105 CS,4,0
1819,16,FLG,FLANGE-WN,4" 600# RFWN FLANGE S/XS BORE A105 KILLED CS,4",,600# RFWN FLANGE S/XS BORE A105 KILLED CS,4,0
1820,16,FLG,FLANGE-WN,4" 600# RFWN FLANGE SA105N CS S/40 BORE,4",,600# RFWN FLANGE SA105N CS S/40 BORE,4,0
1821,16,FLG,FLANGE-WN,4" 600# RTJ WN FLANGES A105 CS S/STD BORE,4",,600# RTJ WN FLANGES A105 CS S/STD BORE,4,0
1822,6,FLG-BLIND,SPECTACLE BLIND,4" 600# SPECTACLE BLIND A516-70 CS,4",,600# SPECTACLE BLIND A516-70 CS,4,0
1823,18,FTG,90D EL,4" 90 LR ELL BW, SCH.40, CS A234-WPB,4",,90 LR ELL BW, SCH.40, CS A234-WPB,4,0
1824,17,FTG,45D EL,4" BW 45D ELL A234-WPB SMLS CS S/STD BORE,4",,BW 45D ELL A234-WPB SMLS CS S/STD BORE,4,0
1825,20,FTG,CAP,4" BW CAP A234-WPB SMLS CS S/40 BORE,4",,BW CAP A234-WPB SMLS CS S/40 BORE,4,0
1826,20,FTG,CAP,4" BW CAP A234-WPB SMLS CS S/80 BORE,4",,BW CAP A234-WPB SMLS CS S/80 BORE,4,0
1827,20,FTG,CAP,4" BW CAP A234-WPB SMLS CS S/STD BORE,4",,BW CAP A234-WPB SMLS CS S/STD BORE,4,0
1828,22,FTG,CROSS,4" BW CROSS A234-WPB S/XS BORE CS,4",,BW CROSS A234-WPB S/XS BORE CS,4,0
1829,22,FTG,CROSS,4" BW CROSS A234-WPB SMLS CS S/STD BORE,4",,BW CROSS A234-WPB SMLS CS S/STD BORE,4,0
1830,22,FTG,CROSS,4" BW CROSS A234-WPB SMLS CS S/STD BORE REVISED TO S/XS,4",,BW CROSS A234-WPB SMLS CS S/STD BORE REVISED TO S/XS,4,0
1831,32,FTG,TEE,4" BW TEE A234-WPB SMLS CS S/40 BORE,4",,BW TEE A234-WPB SMLS CS S/40 BORE,4,0
1832,32,FTG,TEE,4" BW TEE A234-WPB SMLS CS S/STD BORE,4",,BW TEE A234-WPB SMLS CS S/STD BORE,4,0
1833,20,FTG,CAP,4" CAP BW, SCH.40, CS A234-WPB,4",,CAP BW, SCH.40, CS A234-WPB,4,0
1834,46,PIP,PIPE,4" E-Z LINE PIPE SUPPORT MODEL 510-F W/IROD HEAD & BASE PLATE FOR 4" PIPE,4",,E-Z LINE PIPE SUPPORT MODEL 510-F W/IROD HEAD & BASE PLATE FOR 4" PIPE,4,0
1835,5,FLG-BLIND,BLIND FLANGE,4" FLANGE BLIND 150# RF, CS A105,4",,FLANGE BLIND 150# RF, CS A105,4,0
1836,16,FLG,FLANGE-WN,4" FLANGE WN 150# RF, SCH.40, CS A105,4",,FLANGE WN 150# RF, SCH.40, CS A105,4,0
1837,16,FLG,FLANGE-WN,4" FLANGE WN 300# RF, SCH.40, CS A105,4",,FLANGE WN 300# RF, SCH.40, CS A105,4,0
1838,17,FTG,45D EL,4" LR 45D ELL A234-WPB SMLS CS S/40 BORE,4",,LR 45D ELL A234-WPB SMLS CS S/40 BORE,4,0
1839,17,FTG,45D EL,4" LR 45D ELL WPHY-42 SMLS CS S/40 BORE,4",,LR 45D ELL WPHY-42 SMLS CS S/40 BORE,4,0
1840,18,FTG,90D EL,4" LR 90° ELL A234-WPB SMLS CS S/STD BORE,4",,LR 90° ELL A234-WPB SMLS CS S/STD BORE,4,0
1841,18,FTG,90D EL,4" LR 90D ELL A182-F51 DUPLEX SS UNS-S31803 OR UNS-S32205,4",,LR 90D ELL A182-F51 DUPLEX SS UNS-S31803 OR UNS-S32205,4,0
1842,18,FTG,90D EL,4" LR 90D ELL A234-WP9 CHROME S/STD BORE SEAMLESS,4",,LR 90D ELL A234-WP9 CHROME S/STD BORE SEAMLESS,4,0
1843,18,FTG,90D EL,4" LR 90D ELL A234-WPB SMLS CS S/120 BORE,4",,LR 90D ELL A234-WPB SMLS CS S/120 BORE,4,0
1844,18,FTG,90D EL,4" LR 90D ELL A234-WPB SMLS CS S/40 BORE,4",,LR 90D ELL A234-WPB SMLS CS S/40 BORE,4,0
1845,18,FTG,90D EL,4" LR 90D ELL A234-WPB SMLS CS S/STD BORE,4",,LR 90D ELL A234-WPB SMLS CS S/STD BORE,4,0
1846,18,FTG,90D EL,4" LR 90D ELL A234-WPB SMLS CS S/STD BORE CEMENT LINED,4",,LR 90D ELL A234-WPB SMLS CS S/STD BORE CEMENT LINED,4,0
1847,18,FTG,90D EL,4" LR 90D ELL A234-WPB SMLS CS S/XS BORE,4",,LR 90D ELL A234-WPB SMLS CS S/XS BORE,4,0
1848,18,FTG,90D EL,4" LR 90D ELL A234-WPN SMLD CS S/STD BORE,4",,LR 90D ELL A234-WPN SMLD CS S/STD BORE,4,0
1849,18,FTG,90D EL,4" LR 90D ELL A403-WP304/304L S/10s SEAMLESS SS,4",,LR 90D ELL A403-WP304/304L S/10s SEAMLESS SS,4,0
1850,18,FTG,90D EL,4" LR 90D ELL A403-WP317L SS S/40s BORE,4",,LR 90D ELL A403-WP317L SS S/40s BORE,4,0
1851,18,FTG,90D EL,4" LR 90D ELL ALLOY C276-B366-WPHC276S S/10s BORE,4",,LR 90D ELL ALLOY C276-B366-WPHC276S S/10s BORE,4,0
1852,18,FTG,90D EL,4" LR 90D ELL S/40 BORE 304/304L,4",,LR 90D ELL S/40 BORE 304/304L,4,0
1853,18,FTG,90D EL,4" LR 90D ELL S/STD BORE A420-WPL6-S LTCS,4",,LR 90D ELL S/STD BORE A420-WPL6-S LTCS,4,0
1854,18,FTG,90D EL,4" LR 90D ELL S/XS A234-WPB SEAMLESS CS,4",,LR 90D ELL S/XS A234-WPB SEAMLESS CS,4,0
1855,18,FTG,90D EL,4" LR 90D ELL S/XS A234-WPB SEAMLESS KILLED CS,4",,LR 90D ELL S/XS A234-WPB SEAMLESS KILLED CS,4,0
1856,18,FTG,90D EL,4" LR 90D ELL SA234-WPB SMLS CS S/40 BORE,4",,LR 90D ELL SA234-WPB SMLS CS S/40 BORE,4,0
1857,18,FTG,90D EL,4" LR 90D ELL WPHY-42 SMLS CS S/40 BORE,4",,LR 90D ELL WPHY-42 SMLS CS S/40 BORE,4,0
1858,46,PIP,PIPE,4" PIPE BE, SCH.40, CS A106-B SMLS,4",,PIPE BE, SCH.40, CS A106-B SMLS,4,0
1859,46,PIP,PIPE,4" S/10S A312-TP304/304L SEAMLESS PIPE,4",,S/10S A312-TP304/304L SEAMLESS PIPE,4,0
1860,46,PIP,PIPE,4" S/10S A312-TP316/316L WELDED SS PIPE PICKLED & PASSIVATED,4",,S/10S A312-TP316/316L WELDED SS PIPE PICKLED & PASSIVATED,4,0
1861,46,PIP,PIPE,4" S/10s ALLOY-C276-B622 UNS-N010276 SEAMLESS PIPE,4",,S/10s ALLOY-C276-B622 UNS-N010276 SEAMLESS PIPE,4,0
1862,46,PIP,PIPE,4" S/120 BORE A106B SMLS CS PIPE ,4",,S/120 BORE A106B SMLS CS PIPE,4,0
1863,46,PIP,PIPE,4" S/40 BORE 304/304L SS PIPE,4",,S/40 BORE 304/304L SS PIPE,4,0
1864,46,PIP,PIPE,4" S/40 BORE A106B SEAMLESS CS PIPE,4",,S/40 BORE A106B SEAMLESS CS PIPE,4,0
1865,46,PIP,PIPE,4" S/40 BORE A106B SMLS CS PIPE,4",,S/40 BORE A106B SMLS CS PIPE,4,0
1866,20,FTG,CAP,4" S/40 BORE BW CAP A234-WPB SMLS CS ,4",,S/40 BORE BW CAP A234-WPB SMLS CS,4,0
1867,46,PIP,PIPE,4" S/40 BORE SA106B SMLS CS PIPE,4",,S/40 BORE SA106B SMLS CS PIPE,4,0
1868,46,PIP,PIPE,4" S/40s A312-TP317L SS SEAMLESS PIPE,4",,S/40s A312-TP317L SS SEAMLESS PIPE,4,0
1869,46,PIP,PIPE,4" S/40s ALLOY-C276-B622 UNS-N010276 SEAMLESS PIPE,4",,S/40s ALLOY-C276-B622 UNS-N010276 SEAMLESS PIPE,4,0
1870,46,PIP,PIPE,4" S/80 BORE A106B SMLS CS PIPE,4",,S/80 BORE A106B SMLS CS PIPE,4,0
1871,46,PIP,PIPE,4" S/80 BORE SA106B SMLS CS PIPE,4",,S/80 BORE SA106B SMLS CS PIPE,4,0
1872,46,PIP,PIPE,4" S/STD A106B SMLS CS PIPE,4",,S/STD A106B SMLS CS PIPE,4,0
1873,46,PIP,PIPE,4" S/STD BORE A106B SEAMLESS CS PIPE,4",,S/STD BORE A106B SEAMLESS CS PIPE,4,0
1874,46,PIP,PIPE,4" S/STD BORE A106B SMLS CS PIPE ,4",,S/STD BORE A106B SMLS CS PIPE,4,0
1875,46,PIP,PIPE,4" S/STD BORE A106B SMLS CS PIPE REVISED TO S/XS,4",,S/STD BORE A106B SMLS CS PIPE REVISED TO S/XS,4,0
1876,46,PIP,PIPE,4" S/STD BORE A333-6 SEAMLESS LTCS PIPE,4",,S/STD BORE A333-6 SEAMLESS LTCS PIPE,4,0
1877,46,PIP,PIPE,4" S/STD BORE A335-P9 CHROME PIPE,4",,S/STD BORE A335-P9 CHROME PIPE,4,0
1878,46,PIP,PIPE,4" S/STD BORE A53B SEAMLESS CEMENT LINED PIPE,4",,S/STD BORE A53B SEAMLESS CEMENT LINED PIPE,4,0
1879,46,PIP,PIPE,4" S/XS (.337) A-790 DUPLEX SS UNS-S31803 OR S32205 SEAMLESS PIPE,4",,S/XS (.337) A-790 DUPLEX SS UNS-S31803 OR S32205 SEAMLESS PIPE,4,0
1880,46,PIP,PIPE,4" S/XS A106B SEAMLESS CS PIPE,4",,S/XS A106B SEAMLESS CS PIPE,4,0
1881,46,PIP,PIPE,4" S/XS A106B SEAMLESS KILLED CS PIPE,4",,S/XS A106B SEAMLESS KILLED CS PIPE,4,0
1882,46,PIP,PIPE,4" S/XS A335-P9 CHROME SEAMLESS PIPE,4",,S/XS A335-P9 CHROME SEAMLESS PIPE,4,0
1883,46,PIP,PIPE,4" S/XS BORE A106B SMLS CS PIPE,4",,S/XS BORE A106B SMLS CS PIPE,4,0
1884,32,FTG,TEE,4" S/XS BW TEE A234-WPB SEAMLESS KILLED CS,4",,S/XS BW TEE A234-WPB SEAMLESS KILLED CS,4,0
1885,18,FTG,90D EL,4" SR 90D ELL A234-WPB SMLS CS S/STD BORE,4",,SR 90D ELL A234-WPB SMLS CS S/STD BORE,4,0
1886,29,FTG,STUB-END,4" STUB END SHORT PATTERN A403-WP304/304L SS S/10s,4",,STUB END SHORT PATTERN A403-WP304/304L SS S/10s,4,0
1887,32,FTG,TEE,4" TEE A234-WPB SMLS CS S/40 BORE,4",,TEE A234-WPB SMLS CS S/40 BORE,4,0
1888,0,,,4" WIDE POLYKEN 930 COLD APPLIED TAPE  ,4",,WIDE POLYKEN 930 COLD APPLIED TAPE,4,0
1889,0,,,4" WIDE POLYKEN 930 COLD APPLIED TAPE  X 50' ROLLS(MIN 24),4",,WIDE POLYKEN 930 COLD APPLIED TAPE  X 50' ROLLS(MIN 24),4,0
1890,37,MISC,ROUND BAR,4" WIDE x .25" THICK FLAT BAR A240-304SS,4",,WIDE x .25" THICK FLAT BAR A240-304SS,4,0
1891,37,MISC,ROUND BAR,4" WIDE x 3/8" THICK FLAT BAR A240-304SS,4",,WIDE x 3/8" THICK FLAT BAR A240-304SS,4,0
1892,43,OLET,SOL,4" x .5" 3000# SOL A105 CS ,4",.5",3000# SOL A105 CS,4,0.5
1893,43,OLET,SOL,4" x .75" 3000# SOL A105 CS ,4",.75",3000# SOL A105 CS,4,0.75
1894,41,OLET,EOL,4" x .75" 3000# SW EOL A105 CS ,4",.75",3000# SW EOL A105 CS,4,0.75
1895,43,OLET,SOL,4" x .75" 9000# SOL A182-F9 CHROME,4",.75",9000# SOL A182-F9 CHROME,4,0.75
1896,45,OLET,WOL,4" x .75" WOL S/10 x S/40 BORE A182-F316/316L DUAL GRADE,4",.75",WOL S/10 x S/40 BORE A182-F316/316L DUAL GRADE,4,0.75
1897,39,NIP,NIPPLE,4" x .75" x 3.5" LONG NIP-O-LET A105 CS S/XXS (PE),4",.75",x 3.5" LONG NIP-O-LET A105 CS S/XXS (PE),4,0.75
1898,39,NIP,NIPPLE,4" x .75" x 3.5" LONG NIP-O-LET S/XXS (PE),4",.75",x 3.5" LONG NIP-O-LET S/XXS (PE),4,0.75
1899,43,OLET,SOL,4" x 1" 3000# SOL A105 CS ,4",1",3000# SOL A105 CS,4,1
1900,43,OLET,SOL,4" x 1" 6000# SOL A105 CS,4",1",6000# SOL A105 CS,4,1
1901,23,FTG,CWR,4" x 1" CWR SA234-WPB SMLS CS S/STD x S/80 BORE,4",1",CWR SA234-WPB SMLS CS S/STD x S/80 BORE,4,1
1902,31,FTG,SWAGE-ECC,4" x 1" ECC-SWAGE S/STD x S/160 BORE A234-WPB SMLS CS (PBE),4",1",ECC-SWAGE S/STD x S/160 BORE A234-WPB SMLS CS (PBE),4,1
1903,45,OLET,WOL,4" x 1" WOL S/40 x S/80 SA105N CS,4",1",WOL S/40 x S/80 SA105N CS,4,1
1904,39,NIP,NIPPLE,4" x 1" x 3.5" LONG NIP-O-LET A182-F317L S/XXS (PE),4",1",x 3.5" LONG NIP-O-LET A182-F317L S/XXS (PE),4,1
1905,39,NIP,NIPPLE,4" x 1" x 3.5" LONG NIP-O-LET S/XXS (PE),4",1",x 3.5" LONG NIP-O-LET S/XXS (PE),4,1
1906,43,OLET,SOL,4" x 1.5" 3000# SOL A105 CS ,4",1.5",3000# SOL A105 CS,4,1.5
1907,43,OLET,SOL,4" x 1.5" 3000# SOL A105 KILLED CS,4",1.5",3000# SOL A105 KILLED CS,4,1.5
1908,44,OLET,TOL,4" x 1.5" 3000# TOL A105 CS ,4",1.5",3000# TOL A105 CS,4,1.5
1909,43,OLET,SOL,4" x 1.5" 6000# SOL A105 CS,4",1.5",6000# SOL A105 CS,4,1.5
1910,30,FTG,SWAGE-CON,4" x 1.5" CON-SWAGE A234-WPB SMLS CS S/STD x S/80 BORE (BLExTSE),4",1.5",CON-SWAGE A234-WPB SMLS CS S/STD x S/80 BORE (BLExTSE),4,1.5
1911,31,FTG,SWAGE-ECC,4" x 1.5" ECC SWAGE S/STD x S/160 A234-WPB SMLS CS (BLExPSE),4",1.5",ECC SWAGE S/STD x S/160 A234-WPB SMLS CS (BLExPSE),4,1.5
1912,43,OLET,SOL,4" x 2" 3000# SOL A105 CS ,4",2",3000# SOL A105 CS,4,2
1913,43,OLET,SOL,4" x 2" 6000# SOL A105 CS ,4",2",6000# SOL A105 CS,4,2
1914,33,FTG,TEE-REDUCING,4" x 2" BW RED TEE A403-WP304/304L SS S/10s BORE,4",2",BW RED TEE A403-WP304/304L SS S/10s BORE,4,2
1915,0,,,4" x 2" CASING SEAL WITH SS CLAMPS (TD WILLIAMS),4",2",CASING SEAL WITH SS CLAMPS (TD WILLIAMS),4,2
1916,56,SUPT,CASING SPACERS,4" x 2" CASING SPACERS CONCENTRIC (TD WILLIAMS),4",2",CASING SPACERS CONCENTRIC (TD WILLIAMS),4,2
1917,30,FTG,SWAGE-CON,4" x 2" CON-SWAGE A234-WPB SMLS CS S/XS x S/160 (BLE x PSE),4",2",CON-SWAGE A234-WPB SMLS CS S/XS x S/160 (BLE x PSE),4,2
1918,30,FTG,SWAGE-CON,4" x 2" CON-SWAGE S/STD x S/XS BORE A234-WPB SMLS CS (BLE x PSE),4",2",CON-SWAGE S/STD x S/XS BORE A234-WPB SMLS CS (BLE x PSE),4,2
1919,31,FTG,SWAGE-ECC,4" x 2" ECC-SWAGE A234-WPB SMLS CS S/40 x S/80 (BLExPSE),4",2",ECC-SWAGE A234-WPB SMLS CS S/40 x S/80 (BLExPSE),4,2
1920,24,FTG,EWR,4" x 2" EWR A234-WPB SMLS CS S/40 BORE,4",2",EWR A234-WPB SMLS CS S/40 BORE,4,2
1921,45,OLET,WOL,4" x 2" WOL A182-F304/304L SS S/40s X S/80s,4",2",WOL A182-F304/304L SS S/40s X S/80s,4,2
1922,45,OLET,WOL,4" x 2" WOL A182-F9 CHROME S/XS BORE,4",2",WOL A182-F9 CHROME S/XS BORE,4,2
1923,45,OLET,WOL,4" x 2" WOL A234-WPB SMLS CS S/40 x S/80 BORE,4",2",WOL A234-WPB SMLS CS S/40 x S/80 BORE,4,2
1924,45,OLET,WOL,4" x 2" WOL S/120 x S/160 A105 CS,4",2",WOL S/120 x S/160 A105 CS,4,2
